8,1,1,3,263,4.1558233434881,108.406924324739,19.9192128533668
8,1,2,3,225.333333333333,4.69024274345982,108.150328477468,20.9395051304694
8,1,3,3,225,4.27948543646423,108.292571364563,21.1887909897313
8,1,4,2,207.5,5.10099176211437,110.276761529442,21.1803911964288
8,1,5,2,209.5,4.83342745036595,109.088409476147,20.8268562502015
8,2,1,2,237,478.009186953126,106.672917733627,19.8604899472858
8,2,2,2,232.5,695.946455721494,107.833686122002,19.4693010050021
8,2,3,2,229.5,472.298920631758,104.151837738376,17.7737247736845
8,2,4,2,231,679.493409571166,107.158761774576,19.9739909678681
8,2,5,1,256,707.920962020029,106.793597941642,19.8185960575896
8,2,6,2,245,405.148066800337,104.908817103783,20.3420996588768
8,2,7,1,248,432.995476539941,103.603879622405,17.9032418415132
8,2,8,2,326,643.668359700966,107.361782872488,20.3213278977035
8,2,9,1,254,492.197312350594,106.050715792672,20.3282018429119
8,3,1,1,257,661.220813988765,106.466867879477,19.7083524263578
8,3,2,1,241,895.10681244226,107.888310225367,19.6491306215014
8,3,3,2,248,683.342636258696,108.877335400453,21.0014254717568
8,3,4,1,241,915.854926936495,107.493321575298,20.0406416249145
8,3,5,1,238,836.71044737428,106.83428166229,20.6237088886305
8,3,6,2,230.5,745.243774814635,107.865989633835,21.9546976642977
8,3,7,2,240,560.94475891636,107.292948388473,20.5113668380857
8,3,8,1,244,793.925600016442,109.698748793078,21.4073748569938
8,3,9,2,232,631.518003395027,106.775259353967,20.2206705057504
8,4,1,2,259.5,613.524000292197,105.848556770583,19.7954619948066
8,4,2,2,254.5,430.029005760381,105.477362124314,20.1063966138955
8,4,3,1,246,522.639349543984,105.10538316237,19.1787499942296
8,4,4,1,256,601.221015130172,106.775684352314,19.997536747568
8,4,5,1,261,446.784121327013,104.273501478927,20.0085681633361
8,4,6,1,647,495.283792699595,105.71310968944,18.1606468258351
8,4,7,1,247,515.481226205965,104.9575820772,18.6974147820053
8,4,8,1,254,711.242356534421,107.939964748163,20.0135565572127
8,4,9,2,231,514.033272098635,107.153355027697,19.4138458410555
8,5,1,2,222.5,667.479660945399,108.197317393347,20.3102175814718
8,5,2,2,242,727.032019980323,106.751966945908,20.7612062101718
8,5,3,1,240,884.050506449634,109.68021385102,21.4463405813815
8,5,4,1,243,860.289131099071,110.289550904338,21.2052491184721
8,5,5,1,244,411.678676538881,104.56638253427,18.8981153278973
8,5,6,1,244,504.2280054385,105.661113363944,20.1513491880363
8,5,7,1,243,540.2738957566,104.468712312433,19.9149185133029
8,5,8,1,235,582.152094082201,106.386235134584,20.7051970236454
8,5,9,2,245.5,592.822761536789,106.693237950245,19.6042294025696
9,1,1,3,221,5.00286756185964,106.080659126629,14.7650958726024
9,1,2,3,217.666666666667,3.80823148492112,106.031691122171,15.7548561171539
9,1,3,2,240,14.7750713022079,105.595579588693,15.8756348749939
9,1,4,2,251,4.4550167569501,106.328389512673,15.8676907121506
9,1,5,3,219,4.2332862152045,104.92641738181,15.3767612080865
9,2,1,2,249,459.695034008524,102.582084514189,12.7097375707837
9,2,2,2,235.5,437.806461123281,102.079146683798,12.3852608099549
9,2,3,2,259.5,419.684241494945,101.576069151558,12.2584590551014
9,2,4,2,253.5,336.284997126807,101.597919315385,11.1694699063818
9,2,5,2,259.5,400.269442949479,101.506324435215,12.6984651805919
9,2,6,2,250.5,592.192708701488,104.572902903435,14.7069134950944
9,2,7,2,267,495.807437831668,102.805883990501,13.279581763862
9,2,8,2,245.5,517.788284166382,103.30894079646,13.5311385100348
9,2,9,2,266,573.887487267752,105.160439553375,14.293892817982
9,3,1,2,257.5,573.114367845604,104.779481561168,14.5297774224
9,3,2,2,255.5,461.201769530232,100.963455843115,12.2645121346974
9,3,3,2,253,482.512316383332,101.947246865573,12.7287429491492
9,3,4,2,250,459.957086169831,101.107405296433,12.6335462823294
9,3,5,2,233,632.926133278907,105.573637023096,14.3070791741906
9,3,6,2,255,502.403985545243,101.834198174754,12.6718658469335
9,3,7,2,250.5,517.75557959224,101.870359665711,13.0251409185023
9,3,8,2,245.5,499.521522486582,102.51681435218,12.8984543401527
9,3,9,2,259.5,631.524511663016,104.43830035858,14.4321073384087
9,4,1,2,257.5,471.747636161454,104.235143895965,13.3691688465203
9,4,2,2,240,456.682179732848,103.441337345046,12.6673928031865
9,4,3,2,249.5,491.965066358572,103.152426783119,12.3481880331183
9,4,4,2,303.5,426.397615282547,101.117428638259,12.1564351609268
9,4,5,2,234,393.743762373916,101.917283172634,11.7920490100455
9,4,6,2,228.5,628.865436260863,104.072929347241,14.489136295538
9,4,7,2,256.5,479.626666144077,102.646585103692,12.8572743417966
9,4,8,2,328,373.368389454358,100.235439487815,12.8264840576218
9,4,9,2,268.5,556.123004516939,104.262451474994,14.1108679414677
9,5,1,2,249.5,513.332634799725,102.58853529516,13.0331844429076
9,5,2,2,265,399.861569989649,103.684039702688,12.2642931917613
9,5,3,2,252,511.685157108944,101.892451054799,12.7855125704719
9,5,4,1,254,499.16771992668,104.52795642739,12.5801239305598
9,5,5,2,246,480.962104745388,103.964401318847,12.9377980883064
9,5,6,2,257,471.218811909774,102.893916351596,12.2377826904187
9,5,7,2,247.5,801.433666103354,105.136485776321,16.1378466049586
9,5,8,2,245.5,409.797443644101,101.863103235468,11.425408205563
9,5,9,1,256,852.754740223269,107.726391636413,17.8029700517903
10,1,1,2,270.5,3.17295859160855,104.791723901153,18.6356515579318
10,1,2,3,237.333333333333,3.30443974441497,105.634235461626,19.2473291707945
10,1,3,3,277,3.31441147307965,105.226873421683,18.2710279531283
10,1,4,2,270,3.68559884891191,103.76892940923,19.9662327728879
10,1,5,3,252.333333333333,65.0375987498793,104.844729176432,18.8058239816841
10,2,1,2,243.5,397.967195846154,103.122694645805,18.1745172341018
10,2,2,2,255.5,423.633309372961,103.740498881151,18.4657751529153
10,2,3,2,248.5,427.159803602585,103.020889999609,17.7886773931985
10,2,4,2,266.5,464.479311865015,103.948525767762,18.6146591878757
10,2,5,2,244,382.949619856453,102.213416939014,18.1838130543119
10,2,6,2,247,580.766339904884,106.329197080263,18.6658741819805
10,2,7,2,233,594.880725762419,105.440021399667,18.9016231480228
10,2,8,2,253.5,650.099216265103,106.254076995438,19.4011763231715
10,2,9,2,257,545.250220956303,103.294956347093,18.8089135018209
10,3,1,2,255.5,604.152235599792,104.357306916686,19.5293077872486
10,3,2,2,254.5,577.291133723525,103.501043586988,19.6107263213464
10,3,3,2,247.5,605.140352406683,105.104337134463,19.4127624250761
10,3,4,2,251,715.430723858206,104.875550655866,20.045180066459
10,3,5,2,256,461.839868920944,104.017705609878,18.5066414259658
10,3,6,2,248.5,517.716623541075,103.218100262067,18.9595103903854
10,3,7,2,248,460.647273038961,102.080621707815,19.1167718102457
10,3,8,2,253.5,470.840949289305,102.62840847092,19.5709448180094
10,3,9,2,258.5,547.108871118917,102.904796553524,20.0172861974613
10,4,1,2,325.5,380.124221708499,102.208250580793,17.7482403770804
10,4,2,2,259.5,498.188743795141,104.941054146415,19.3147908132277
10,4,3,2,254.5,612.95165355575,107.826490500227,20.0070471977476
10,4,4,2,243.5,539.760450193314,105.628998965622,18.7790511428528
10,4,5,2,249,515.876852607013,104.195217632092,19.3753994443067
10,4,6,2,230.5,497.91463495932,106.141026166829,18.8073709249408
10,4,7,2,249,686.77216017039,107.345306837892,19.5778727737432
10,4,8,2,258.5,677.421317953706,104.327275528395,19.3793641902092
10,4,9,2,251.5,620.764540663039,104.480149368649,19.8620776975631
10,5,1,2,263.5,361.401637378504,103.868620343013,19.4506782899202
10,5,2,2,255,397.563676155592,102.666018621034,18.0519652847024
10,5,3,2,259.5,374.554211014388,104.658454384718,18.3884022971793
10,5,4,2,265,464.958757074679,104.26455332116,19.1396193233501
10,5,5,2,268,470.464172526506,105.64548419933,19.3633976012673
10,5,6,3,237,430.618769594243,103.630717748621,17.9859708928813
10,5,7,2,259,554.158436691661,104.669498889726,19.155878450776
10,5,8,2,251,381.84709328052,104.455092905294,19.1149795117501
10,5,9,3,242.333333333333,549.696483249194,105.484711798824,19.2484405273885
11,1,1,2,277,4.12651577809864,101.676669306214,16.8696050589861
11,1,2,3,231.333333333333,0,101.822981591253,15.8645926566864
11,1,3,3,229,4.27074525564477,102.208712386872,15.2354808686055
11,1,4,3,230.333333333333,0,102.590971189788,16.037278048206
11,1,5,2,262,5.03606120432011,104.724688531172,16.0514548794789
11,2,1,2,268,570.530426253327,103.636813332391,15.051357359106
11,2,2,2,252.5,544.031315588053,100.69112444748,14.3828608346265
11,2,3,2,269,661.199317753365,102.780919930388,16.1193392169793
11,2,4,2,268.5,587.302444083381,103.026235404842,15.6077248583112
11,2,5,2,261,653.30200053744,103.962782914814,16.0643304919006
11,2,6,1,369,616.282458397926,102.52970204903,14.8834007634058
11,2,7,1,521,469.639994295572,98.9169150591931,14.4641029873798
11,2,8,1,516,711.660705752148,104.459074668189,16.349096517717
11,2,9,2,257.5,740.650665347322,103.853986926429,16.2868641653425
11,3,1,2,295,409.734931393426,100.126021372032,15.2318403888902
11,3,2,2,267.5,492.654571810041,100.731811827777,15.283463691085
11,3,3,2,269.5,538.286022845584,102.550064493345,16.221856446793
11,3,4,2,271.5,436.353754240331,99.1087955532824,15.4870288363299
11,3,5,2,261.5,472.055515595693,99.5114241243628,15.2946712345153
11,3,6,1,536,433.496065661583,99.2966502043988,15.2327806922664
11,3,7,2,272,435.53768405515,98.3909990654105,15.4508896443037
11,3,8,2,268,441.422656570105,99.3513063481605,15.6400879102976
11,3,9,2,264.5,461.004024288252,100.100990284148,15.8135427076716
11,4,1,2,267.5,432.435756889305,98.9771015985591,15.8808238992479
11,4,2,2,264.5,385.888739843266,98.0318867645754,15.6702984089056
11,4,3,2,267,454.369833839898,99.8672912527144,15.2903471091805
11,4,4,1,528,423.871849149398,99.0077306589288,15.0592265415385
11,4,5,2,266,427.455910843887,99.1041387458415,15.3163367694455
11,4,6,2,266.5,440.425003130281,99.3991891964466,15.3490165698215
11,4,7,2,262.5,431.079835229159,98.6440699116105,15.6881715712588
11,4,8,2,272.5,405.824892227572,99.3436104788367,15.4501260196778
11,4,9,2,268,438.021709733512,98.164667740395,14.5617218568646
11,5,1,2,254.5,420.724545949133,97.9630499512816,14.8946994308642
11,5,2,2,252.5,412.81112726285,98.6295153783988,14.4166073195035
11,5,3,2,261.5,706.42255091492,103.583236409478,15.618623031691
11,5,4,2,264.5,433.025954602507,98.2844198935522,14.8463741989594
11,5,5,2,256,512.142714993707,98.2830997800745,14.3709114842258
11,5,6,1,263,456.312848181105,97.6759937497132,14.0446920407017
11,5,7,2,262.5,592.831197518371,101.5409056192,15.4606442665044
11,5,8,1,264,526.194769971215,99.1574610303685,14.5456604414621
11,5,9,2,259,466.955567894287,100.030810702509,14.927641320549
12,1,1,2,331.5,3.5024764431263,102.939740653426,17.708960817299
12,1,2,3,248.666666666667,3.51461554743572,103.409432006858,17.6129201384188
12,1,3,3,244,3.45235651005973,103.283337221582,17.5554106663023
