1, 2
2, 2
3, 1
4, 3
5, 5
6, 7
7, 7
8, 6
9, 1
10, 1
11, 1
12, 1
1, 4
2, 4
3, 6
4, 4
5, 5
6, 6
7, 6
8, 6
9, 4
10, 1
11, 1
12, 1
1, 1
2, 2
3, 4
4, 4
5, 2
6, 7
7, 7
8, 4
9, 1
10, 1
11, 7
12, 5
