1, 5
2, 5
3, 5
4, 5
5, 6
6, 6
7, 6
8, 6
9, 1
10, 1
11, 1
12, 1
1, 1
2, 1
3, 4
4, 1
5, 1
6, 7
7, 7
8, 5
9, 1
10, 1
11, 1
12, 1
