1, 1
2, 1
3, 4
4, 2
5, 5
6, 7
7, 7
8, 5
9, 2
10, 1
11, 7
12, 1
1, 5
2, 5
3, 5
4, 5
5, 6
6, 6
7, 6
8, 6
9, 7
10, 1
11, 7
12, 7
1, 0
2, 2
3, 3
4, 5
5, 5
6, 7
7, 5
8, 3
9, 1
10, 1
11, 4
12, 4
